"","Gemeinde","Gemeindeschluessel","Postleitzahl"
"13578","Berlin",11000000,"13407"
"13579","Kettig",7137211,"56575"
"13580","Auufer",1061005,"25548"
"13581","Klosterkumbd",7140070,"56288"
"13582","Plaidt",7137088,"56648"
"13583","Vierden",3357050,"27419"
"13584","Schlierschied",7140135,"55483"
"13585","Leipzig",14713000,"04275"
"13586","Schankweiler",7232114,"54668"
"13587","Duisburg",5112000,"46147"
"13588","Warnow",13074085,"23948"
"13589","Möllenbeck",13076098,"19300"
"13590","Coburg",9463000,"96487"
"13591","Düsseldorf",5111000,"40699"
"13592","Hamburg",2000000,"20251"
"13593","Kirchentellinsfurt",8416022,"72768"
"13594","Dörrenbach",7337019,"76889"
"13595","Lanitz-Hassel-Tal",15084282,"99518"
"13596","Gersthofen",9772147,"86156"
"13597","Neu-Ulm",9775135,"89250"
"13598","Bothenheilingen",16064008,"99947"
"13599","Lewitzrand",13076085,"19372"
"13600","Wangerooge",3455021,"26486"
"13601","Dorsel",7131018,"53533"
"13602","Gleiszellen-Gleishorbach",7337029,"76889"
"13603","Brennberg",9375120,"93109"
"13604","Kinzenburg",7232249,"54597"
"13605","Immesheim",7333032,"67308"
"13606","Friedenweiler",8315039,"79822"
"13607","Münstertal/Schwarzwald",8315130,"79692"
"13608","Kronburg",9778161,"87763"
"13609","Sontheim an der Brenz",8135031,"89431"
"13610","Tackesdorf",1058158,"25585"
"13611","Köthel",1053070,"22929"
"13612","Winterburg",7133116,"55595"
"13613","Weitersburg",7137229,"56203"
"13614","Steinhorst",3151029,"29367"
"13615","Reifferscheid",7131069,"53520"
"13616","Barkenholm",1051005,"25791"
"13617","Bongard",7233206,"53539"
"13618","Ensch",7235019,"54340"
"13619","Bosenbach",7336009,"66887"
"13620","Spall",7133100,"55595"
"13621","Gneven",13076044,"19065"
"13622","Oberalben",7336070,"66871"
"13623","Ulm",8421000,"89233"
"13624","Dennweiler-Frohnbach",7336015,"66871"
"13625","Weyher in der Pfalz",7337084,"76835"
"13626","Hoisdorf",1062035,"22952"
"13627","Schwelm",5954024,"42399"
"13628","Hallstadt",9471140,"96052"
"13629","Clausthal-Zellerfeld",3153018,"38709"
"13630","Berlin",11000000,"10249"
"13631","Demerath",7233016,"54552"
"13632","Duckow",13071030,"17139"
"13633","Remscheid",5120000,"42929"
"13634","Hütten",1058083,"24358"
"13635","Neuruppin",12068320,"16833"
"13636","Nußbaum",7133072,"55569"
"13637","Kaperich",7233217,"56767"
"13638","Borgsum",1054015,"25938"
"13639","Beilingen",7232010,"54662"
"13640","Frankfurt am Main",6412000,"60325"
"13641","Römnitz",1053102,"23909"
"13642","Hochdorf",8116027,"73262"
"13643","Otter",3353027,"29640"
"13644","Ellingshausen",16066018,"98617"
"13645","Solling (Landkreis Northeim)",3155501,"34385"
"13646","Ettenheim",8317026,"77960"
"13647","Winterscheid",7232328,"54608"
"13648","Oldenborstel",1061081,"25560"
"13649","Löningen",3453011,"49637"
"13650","Glött",9773133,"89344"
"13651","Satteldorf",8127073,"74564"
"13652","Saarbrücken",10041100,"66333"
"13653","Elsenfeld",9676121,"63906"
"13654","Trochtelfingen",8415073,"72501"
"13655","Kapellendorf",16071037,"99510"
"13656","Ersfeld",7132027,"57635"
"13657","Ahlstädt",16069001,"98553"
"13658","Chemnitz",14511000,"09111"
"13659","Hamburg",2000000,"20249"
"13660","Lötzbeuren",7231206,"56843"
"13661","Otzweiler",7133077,"55606"
"13662","Hundsbach",7133049,"55621"
"13663","Ismaning",9184130,"85774"
"13664","Sierscheid",7131076,"53520"
"13665","Berlin",11000000,"10589"
"13666","Benediktbeuern",9173113,"83673"
"13667","Möhnsen",1053089,"21493"
"13668","Leonberg",8115028,"71277"
"13669","Friesenheim",8317031,"77933"
"13670","Wuppertal",5124000,"58332"
"13671","Langeoog",3462007,"26465"
"13672","Farschweiler",7235021,"54317"
"13673","Raben Steinfeld",13076117,"19065"
"13674","Sundern (Sauerland)",5958044,"58809"
"13675","Illerkirchberg",8425137,"89195"
"13676","Seedorf",3357042,"27404"
"13677","Königs Wusterhausen",12061260,"15745"
"13678","Börsborn",7336008,"66904"
"13679","Wonsheim",7331075,"67808"
"13680","Stadtlengsfeld",16063072,"36404"
"13681","Lierfeld",7232261,"54597"
"13682","Aidlingen",8115001,"75391"
"13683","Katzow",13075059,"17509"
"13684","Dassel",3155003,"37186"
"13685","Hettenhausen",7340018,"66919"
"13686","Alpirsbach",8237002,"72290"
"13687","Ippenschied",7133050,"55566"
"13688","Berlin",11000000,"10178"
"13689","Kiel",1002000,"24114"
"13690","Asperg",8118003,"71732"
"13691","Bergkamen",5978004,"59174"
"13692","Blankensee",13075012,"17322"
"13693","Weißendorf",16076081,"07937"
"13694","Neuenkirchen",3352038,"21763"
"13695","Berlin",11000000,"10585"
"13696","Niederstaufenbach",7336068,"66879"
"13697","Eimen",3255012,"37627"
"13698","Eigeltingen",8335021,"78333"
"13699","Eußerthal",7337024,"76857"
"13700","Obernzell",9275137,"94107"
"13701","Düren",5358008,"52393"
"13702","Binzen",8336008,"79576"
"13703","Sundhausen",16064061,"99947"
"13704","Winterlingen",8417075,"72519"
"13705","Berlin",11000000,"13595"
"13706","Hommerdingen",7232054,"54675"
"13707","Krefeld",5114000,"47906"
"13708","Güsten",15089165,"39418"
"13709","Hinrichshagen",13075050,"17498"
"13710","Heidenburg",7231204,"54426"
"13711","Gallin-Kuppentin",13076040,"19386"
"13712","Baden-Baden",8211000,"77815"
"13713","Voigtsdorf",13071153,"17349"
"13714","Bölsberg",7143211,"57648"
"13715","Stuttgart",8111000,"70180"
"13716","Nordhalben",9476159,"96349"
"13717","Leonberg",8115028,"70839"
"13718","Ellhofen",8125024,"74251"
"13719","Dohna",14628080,"01731"
"13720","Bad Gottleuba-Berggießhübel",14628020,"01819"
"13721","Föhrden-Barl",1060021,"25563"
"13722","Poxdorf",16074068,"07616"
"13723","Bleckhausen",7233008,"54570"
"13724","Görsbach",16062008,"99765"
"13725","Hamersen",3357019,"27419"
"13726","Malsch",8226046,"69231"
"13727","Halbe",12061216,"15910"
"13728","Dreitzsch",16075019,"07819"
"13729","Niederkirchen",7335029,"67806"
"13730","Gutach (Schwarzwaldbahn)",8317039,"77756"
"13731","Drackenstein",8117016,"89188"
"13732","Maroth",7143045,"56271"
"13733","Gensingen",7339021,"55576"
"13734","Berlin",11000000,"10117"
"13735","Wunstorf",3241021,"31558"
"13736","Riedstadt",6433011,"67583"
"13737","Koserow",13075066,"17459"
"13738","Bad Krozingen",8315006,"79219"
"13739","Kirchberg an der Jagst",8127046,"74599"
"13740","Massow",13071095,"17209"
"13741","Harscheid",7131026,"53520"
"13742","Biberach an der Riß",8426021,"88416"
"13743","Pronstorf",1060067,"23619"
"13744","Lautertal (Vogelsberg)",6535012,"35327"
"13745","Großkrotzenburg",6435011,"63512"
"13746","Schöneberg",7132099,"57638"
"13747","Mistorf",13072071,"18276"
"13748","Beverungen",5762008,"34388"
"13749","Hohenfelden",16071032,"99448"
"13750","Gottesgabe",13074024,"19209"
"13751","Kickeshausen",7232248,"54689"
"13752","Berlin",11000000,"12689"
"13753","Hohen Pritz",13076062,"19406"
"13754","Baienfurt",8436011,"88250"
"13755","Voigtstedt",16065076,"06556"
"13756","Barnstorf",3251005,"49457"
"13757","Grothusenkoog",1054040,"25836"
"13758","Offenbach am Main",6413000,"63150"
"13759","Waldbrunn",9679204,"97297"
"13760","Bopfingen",8136010,"73469"
"13761","Hannover",3241001,"30823"
"13762","Simonswald",8316042,"78120"
"13763","Korswandt",13075065,"17419"
"13764","Hirschhorn (Neckar)",6431012,"64760"
"13765","Böhlen",16070005,"98744"
"13766","Berlin",11000000,"15732"
"13767","Märkische Heide",12061329,"15910"
"13768","Kammerforst",16064032,"99986"
"13769","Wehrbleck",3251045,"49453"
"13770","Eching",9178120,"85716"
"13771","Rüssingen",7333064,"67308"
"13772","Holler",7143033,"56410"
"13773","Schuttertal",8317121,"77790"
"13774","Prislich",13076115,"19300"
"13775","Blankenhof",13071010,"17039"
"13776","Cappeln (Oldenburg)",3453003,"49661"
"13777","Ritterhude",3356008,"28717"
"13778","Hausen (Wied)",7138007,"56588"
"13779","Hopfgarten",16071034,"99428"
"13780","Bisingen",8417008,"72379"
"13781","Kösching",9176139,"85098"
"13782","Genzkow",13071038,"17098"
"13783","Melle",3459024,"32289"
"13784","Duisburg",5112000,"46049"
"13785","Ruppertshofen",8136061,"73527"
"13786","Neuhütten",7235093,"54422"
"13787","Lasel",7232256,"54612"
"13788","Berlin",11000000,"13585"
"13789","Dröbischau",16073021,"07426"
"13790","München",9162000,"82049"
"13791","Bermbach",16066008,"98587"
"13792","Scharfbillig",7232115,"54636"
"13793","Höxter",5762020,"32676"
"13794","Bersenbrück",3459010,"49638"
"13795","Harmsdorf",1055020,"23758"
"13796","Freienhagen",16061032,"37318"
"13797","Valley",9182133,"83627"
"13798","Nabburg",9376144,"92551"
"13799","Albershausen",8117003,"73066"
"13800","Peterslahr",7132089,"57632"
"13801","Pliening",9175133,"85570"
"13802","Böbingen an der Rems",8136009,"73563"
"13803","Dortmund",5913000,"58099"
"13804","Osnabrück",3404000,"49191"
"13805","Denkingen",8327010,"78554"
"13806","Heckenmünster",7231050,"54518"
"13807","Eschfeld",7232220,"54619"
"13808","Böblingen",8115003,"71101"
"13809","Leipzig",14713000,"04109"
"13810","Alpirsbach",8237002,"77773"
"13811","Unterreichenbach",8235073,"75331"
"13812","Neubulach",8235047,"75385"
"13813","Schleifreisen",16074084,"07629"
"13814","Kobrow",13076072,"19406"
"13815","Berlin",11000000,"10717"
"13816","Alt Bukow",13072002,"18233"
"13817","Frankfurt am Main",6412000,"60549"
"13818","Krummin",13075072,"17449"
"13819","Forstmühler Forst",9375451,"93093"
"13820","Saaleplatte",16071099,"07774"
"13821","Friesoythe",3453007,"26683"
"13822","Ernzen",7232033,"54668"
"13823","Alpenrod",7143202,"57647"
"13824","Norderfriedrichskoog",1054090,"25870"
"13825","Karl",7231065,"54534"
"13826","Hausen am Bussen",8425055,"89597"
"13827","Hohenwarte",16073035,"07333"
"13828","Ritzerow",13071123,"17153"
"13829","Friesoythe",3453007,"26676"
"13830","Georgsmarienhütte",3459019,"49170"
"13831","Lübeck",1003000,"23626"
"13832","Fuldatal",6633009,"34246"
"13833","Altenstadt",6440001,"63694"
"13834","Averlak",1051003,"25572"
"13835","Penzin",13072078,"18249"
"13836","Külsheim",8128064,"97956"
"13837","Scheiditz",16074082,"07646"
"13838","Gernsbach",8216017,"76332"
"13839","Schöps",16074087,"07768"
"13840","Bretzfeld",8126011,"74629"
"13841","Sommersdorf",13071139,"17111"
"13842","Orbis",7333057,"67294"
"13843","Dattenberg",7138009,"53545"
"13844","Walhausen",7135088,"56865"
"13845","Oberhaid",7143059,"56237"
"13846","Großerlach",8119024,"74535"
"13847","Finsing",9177118,"85467"
"13848","Schüller",7233239,"54586"
"13849","Ettersburg",16071017,"99439"
"13850","Eberbach",8226013,"69434"
"13851","Berlin",11000000,"10715"
"13852","Schwäbisch Hall",8127076,"74547"
"13853","Büdelsdorf",1058034,"24768"
"13854","Dahlem",7232024,"54298"
"13855","Waldbröl",5374044,"51570"
"13856","Buckenhof",9572120,"91080"
"13857","Leimbach",7131044,"53518"
"13858","Ehingen (Donau)",8425033,"89616"
"13859","Bengerstorf",13076009,"19258"
"13860","Attenhausen",7141003,"56377"
"13861","Groß Pampau",1053042,"21493"
"13862","Donaueschingen",8326012,"78073"
"13863","Großbartloff",16061041,"37359"
"13864","Scharbeutz",1055044,"23629"
"13865","Hamburg",2000000,"20255"
"13866","Neuhausen ob Eck",8327038,"88605"
"13867","Ginsheim-Gustavsburg",6433005,"65428"
"13868","Kraam",7132064,"57635"
"13869","Oberhausen an der Appel",7333053,"67822"
"13870","Elmenhorst",13073023,"18510"
"13871","Eich",7331018,"67580"
"13872","Heede",3454020,"26906"
"13873","Hausach",8317041,"77716"
"13874","Golchen",13071044,"17089"
"13875","Ahrensfelde",12060005,"16321"
"13876","Siebeneichen",1053119,"21514"
"13877","Mötzingen",8115034,"72108"
"13878","Binnen",3256002,"31618"
"13879","Dinklage",3460003,"49451"
"13880","Hohenbollentin",13071064,"17111"
"13881","Hamburg",2000000,"22087"
"13882","Wembach",8336094,"79677"
"13883","Oldenswort",1054095,"25889"
"13884","Hadenfeld",1061033,"25560"
"13885","Potsdam",12054000,"14548"
"13886","Leutenthal",16071051,"99510"
"13887","Flarchheim",16064017,"99986"
"13888","Heuthen",16061047,"37308"
"13889","Hennstedt",1061036,"25581"
"13890","Saaldorf-Surheim",9172130,"83395"
"13891","Bosbüll",1054016,"25923"
"13892","Hohen Sprenz",13072046,"18299"
"13893","Ostheim v.d. Rhön",9673153,"97640"
"13894","Rosendorf",16075093,"07819"
"13895","Dermbach",16063015,"36452"
"13896","Binnen",3256002,"31613"
"13897","Mundelsheim",8118053,"74354"
"13898","Bülow",13076023,"19089"
"13899","Schloen-Dratow",13071174,"17219"
"13900","Buchen (Odenwald)",8225014,"74838"
"13901","Mödingen",9773147,"89435"
"13902","Hamburg",2000000,"20259"
"13903","Lehe",3454030,"26909"
"13904","Kirchzarten",8315064,"79252"
"13905","Gnevkow",13071041,"17089"
"13906","Krackow",13075067,"17328"
"13907","Fürth",9563000,"90513"
"13908","Nomborn",7143055,"56412"
"13909","Schwäbisch Gmünd",8136065,"73550"
"13910","Gernsbach",8216017,"75337"
"13911","Nisterberg",7132079,"56472"
"13912","Wedendorfersee",13074092,"19217"
"13913","Pripsleben",13071120,"17091"
"13914","Vendersheim",7331065,"55578"
"13915","Vilsheim",9274185,"84169"
"13916","Gelsenkirchen",5513000,"45879"
"13917","Münster",5515000,"48143"
"13918","Kirchnüchel",1057034,"24327"
"13919","Mittelpöllnitz",16075066,"07819"
"13920","Ammersbek",1062090,"22397"
"13921","Mürlenbach",7233227,"54570"
"13922","Heuzert",7143240,"57627"
"13923","Denklingen",9181113,"86987"
"13924","Albsfelde",1053001,"23909"
"13925","Wolkramshausen",16062059,"99735"
"13926","Kleinbodungen",16062025,"99752"
"13927","Langeneß",1054074,"25867"
"13928","Isert",7132058,"57612"
"13929","Schmiedefeld",16073079,"07318"
"13930","Hildburghausen",16069024,"98669"
"13931","Koblenz",7111000,"56330"
"13932","Astert",7143204,"57627"
"13933","Ellerdorf",1058046,"24802"
"13934","Bocholt",5554008,"46414"
"13935","Beilstein",8125008,"71543"
"13936","Lenterode",16061065,"37318"
"13937","Ettinghausen",7143220,"56244"
"13938","Frauenberg",7134027,"55776"
"13939","Hainspitz",16074037,"07607"
"13940","Koblenz",7111000,"56332"
"13941","Bernburg (Saale)",15089030,"06408"
"13942","Emkendorf",1058049,"24259"
"13943","Eppelheim",8226018,"69124"
"13944","Weißenborn",16074109,"07639"
"13945","Stördorf",1061102,"25554"
"13946","Frankfurt am Main",6412000,"60316"
"13947","Schenkelberg",7143066,"56244"
"13948","Senscheid",7131075,"53520"
"13949","Reichmannsdorf",16073068,"07318"
"13950","Altenfeld",16070002,"98701"
"13951","Issersheilingen",16064029,"99947"
"13952","Dargen",13075026,"17429"
"13953","Pausa-Mühltroff",14523310,"08539"
"13954","Westgreußen",16065079,"99718"
"13955","Rechtenstein",8425098,"89611"
"13956","Bönningstedt",1056005,"22457"
"13957","München",9162000,"80331"
"13958","Warburg",5762036,"34474"
"13959","Perlin",13074061,"19209"
"13960","Lüblow",13076087,"19288"
"13961","Milower Land",12063189,"14798"
"13962","Lühburg",13072068,"17179"
"13963","Herbolzheim",8316017,"79341"
"13964","Hönningen",7131029,"53520"
"13965","Eldena",13076037,"19294"
"13966","Herschbroich",7131028,"53518"
"13967","Kleinfischlingen",7337048,"67483"
"13968","Altenkirchen",7336004,"66916"
"13969","Freiburg im Breisgau",8311000,"79098"
"13970","Vippachedelhausen",16071092,"99439"
"13971","Gelenberg",7233212,"53539"
"13972","Langen Brütz",13076080,"19065"
"13973","Idstein",6439008,"65529"
"13974","Urnshausen",16063081,"36457"
"13975","Tissa",16074101,"07646"
"13976","Dortmund",5913000,"44532"
"13977","Bekdorf",1061008,"25554"
"13978","Kescheid",7132060,"57632"
"13979","Marzhausen",7143261,"57627"
"13980","Berscheid",7232012,"54673"
"13981","Linz am Rhein",7138041,"53560"
"13982","Witzin",13076155,"19406"
"13983","Stützerbach",16070049,"98694"
"13984","Dortmund",5913000,"44536"
"13985","Gehlberg",16070017,"98559"
"13986","Buttlar",16063011,"36404"
"13987","Schwarzburg",16073082,"07427"
"13988","Rohrbach",16073074,"07429"
"13989","Röhrig",16061077,"37318"
"13990","Glasehausen",16061039,"37308"
"13991","Bachfeld",16072001,"96528"
"13992","Levenhagen",13075076,"17498"
"13993","Hallungen",16063037,"99988"
"13994","Alsbach",7143001,"56237"
"13995","Kallmerode",16061054,"37327"
"13996","Rethwisch",1061092,"25566"
"13997","Friedewald",6632006,"36251"
"13998","Baldringen",7235003,"54314"
"13999","Mannheim",8222000,"68782"
"14000","Stechlin",12065310,"16831"
"14001","Hoisdorf",1062035,"22962"
"14002","Esgrus",1059109,"24395"
"14003","Angermünde",12073008,"17291"
"14004","Markdorf",8435034,"88693"
"14005","Hopferau",9777135,"87629"
"14006","Bad Neuenahr-Ahrweiler",7131007,"53507"
"14007","Borler",7233207,"53539"
"14008","Lewitzrand",13076085,"19374"
"14009","Dhronecken",7231019,"54426"
"14010","Emlichheim",3456002,"49846"
"14011","Gundheim",7331037,"67591"
"14012","Burtscheid",7231017,"54424"
"14013","Buchen (Odenwald)",8225014,"74731"
"14014","Ollmuth",7235100,"54316"
"14015","Büdlich",7231203,"54426"
"14016","Köln",5315000,"51503"
"14017","Lieth",1051067,"25770"
"14018","Rorodt",7231112,"54411"
"14019","Kaschenbach",7232065,"54298"
"14020","Vallendar",7137226,"56182"
"14021","Immert",7231064,"54426"
"14022","Wilhelmsdorf",16075125,"07389"
"14023","Lübeck",1003000,"23611"
"14024","Altenkirchen (Westerwald)",7132501,"57636"
"14025","Wallersheim",7232318,"54570"
"14026","Brietzig",13075017,"17309"
"14027","Sersheim",8118068,"74343"
"14028","Borxleben",16065008,"06556"
"14029","Hartheim am Rhein",8315048,"79427"
"14030","Pottiga",16075086,"07366"
"14031","Leimen",8226041,"69226"
"14032","Senheim",7135079,"56820"
"14033","Hörschhausen",7233032,"54552"
"14034","Esch",7231031,"54518"
"14035","Kinheim",7231068,"54536"
"14036","Cappeln (Oldenburg)",3453003,"49632"
"14037","Oberehe-Stroheich",7233054,"54578"
"14038","Freital",14628110,"01737"
"14039","Niederbösa",16065048,"99718"
"14040","Darstein",7340005,"76848"
"14041","Krümmel",7143041,"56244"
"14042","Kleinich",7231070,"54472"
"14043","Rostock",13003000,"18198"
"14044","Lottorf",1059056,"24884"
"14045","Heidweiler",7231051,"54518"
"14046","Göttingen",3159016,"37124"
"14047","Witsum",1054158,"25938"
"14048","Schleich",7235120,"54340"
"14049","Rohrbach",16071081,"99510"
"14050","Eldingen",3351008,"29331"
"14051","Reeßum",3357037,"28870"
"14052","Bergweiler",7231007,"54526"
"14053","Nidderau",6435021,"61194"
"14054","Mutterschied",7140099,"55469"
"14055","Lahr",7232072,"54675"
"14056","Berschweiler bei Kirn",7134009,"55608"
"14057","Reichstädt",16076059,"07580"
"14058","Strohkirchen",13076131,"19230"
"14059","Schmorda",16075101,"07389"
"14060","Emmendingen",8316011,"79348"
"14061","Grambek",1053037,"23883"
